id_nationalité1;id_nationalité2;id_nationalité3
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
11;0;0
43;0;0
43;0;0
43;0;0
43;0;0
45;0;0
26;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
183;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
11;0;0
116;0;0
116;0;0
116;0;0
97;0;0
185;0;0
43;0;0
43;0;0
45;0;0
43;0;0
217;0;0
11;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
43;0;0
97;0;0
97;0;0
43;0;0
45;0;0
43;0;0
43;0;0
43;0;0
216;0;0
11;0;0
11;0;0
43;0;0
173;0;0
173;0;0
173;0;0
185;0;0
45;0;0
45;0;0
45;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
11;0;0
11;0;0
45;0;0
45;0;0
45;0;0
11;0;0
49;0;0
11;0;0
11;0;0
217;0;0
11;0;0
69;0;0
11;0;0
217;0;0
217;0;0
217;0;0
217;0;0
61;0;0
217;0;0
75;0;0
69;0;0
217;0;0
209;0;0
51;0;0
217;0;0
217;0;0
217;0;0
209;0;0
69;0;0
156;0;0
43;0;0
162;0;0
233;0;0
185;0;0
61;0;0
83;0;0
83;0;0
216;0;0
94;0;0
83;0;0
61;0;0
97;0;0
216;0;0
159;0;0
159;0;0
159;0;0
110;0;0
97;0;0
200;0;0
159;0;0
159;0;0
97;0;0
97;0;0
97;0;0
217;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
69;0;0
97;0;0
216;0;0
88;0;0
45;0;0
43;0;0
178;0;0
11;0;0
43;0;0
97;0;0
11;0;0
97;0;0
97;0;0
43;0;0
185;0;0
217;0;0
11;0;0
11;0;0
11;0;0
64;0;0
98;0;0
78;0;0
216;0;0
69;0;0
216;0;0
185;0;0
147;0;0
75;0;0
155;0;0
186;0;0
217;0;0
94;0;0
145;0;0
59;0;0
30;0;0
98;0;0
50;0;0
50;0;0
75;0;0
45;0;0
160;0;0
61;0;0
30;0;0
199;0;0
98;0;0
159;0;0
61;0;0
94;0;0
159;0;0
30;0;0
11;0;0
199;0;0
43;0;0
155;0;0
69;0;0
26;0;0
155;0;0
11;0;0
11;0;0
11;0;0
83;0;0
110;0;0
61;0;0
92;0;0
116;0;0
88;0;0
159;0;0
155;0;0
97;0;0
144;0;0
145;0;0
53;0;0
110;0;0
11;0;0
198;0;0
178;0;0
59;0;0
16;0;0
74;0;0
28;0;0
221;0;0
217;0;0
217;0;0
185;0;0
217;0;0
217;0;0
43;0;0
159;0;0
217;0;0
160;0;0
186;0;0
97;0;0
999;0;0
422;0;0
422;0;0
999;0;0
422;0;0
422;0;0
422;0;0
217;0;0
233;0;0
69;0;0
6;0;0
359;0;0
217;0;0
110;0;0
216;0;0
216;0;0
216;0;0
21;0;0
217;0;0
69;0;0
217;0;0
217;0;0
185;0;0
75;0;0
75;0;0
216;0;0
222;0;0
104;0;0
217;0;0
61;0;0
43;0;0
43;0;0
61;0;0
61;0;0
61;0;0
69;0;0
61;0;0
216;0;0
217;0;0
159;0;0
216;0;0
159;0;0
61;0;0
83;0;0
45;0;0
217;0;0
61;0;0
26;0;0
43;0;0
45;0;0
183;0;0
183;0;0
183;0;0
217;0;0
217;0;0
217;0;0
217;0;0
185;0;0
11;0;0
217;0;0
217;0;0
216;0;0
216;0;0
216;0;0
216;0;0
216;0;0
145;0;0
97;0;0
97;0;0
94;0;0
200;0;0
92;0;0
83;0;0
97;0;0
97;0;0
97;0;0
97;0;0
69;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
159;0;0
97;0;0
185;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
43;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
98;0;0
97;0;0
216;0;0
403;0;0
97;0;0
97;0;0
97;0;0
45;0;0
97;0;0
217;0;0
233;0;0
185;0;0
97;0;0
69;0;0
217;0;0
159;0;0
183;0;0
183;0;0
97;0;0
97;0;0
83;0;0
216;0;0
217;0;0
217;0;0
217;0;0
217;0;0
216;0;0
97;0;0
97;0;0
69;0;0
97;0;0
185;0;0
159;0;0
45;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
110;0;0
97;0;0
97;0;0
97;0;0
97;0;0
185;0;0
69;0;0
185;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
183;0;0
98;0;0
159;0;0
96;0;0
185;0;0
159;0;0
69;0;0
69;0;0
422;0;0
217;0;0
359;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
209;0;0
209;0;0
217;0;0
185;0;0
217;0;0
51;0;0
217;0;0
185;0;0
209;0;0
185;0;0
217;0;0
185;0;0
185;0;0
217;0;0
185;0;0
185;0;0
185;0;0
217;0;0
185;0;0
209;0;0
185;0;0
217;0;0
217;0;0
235;0;0
185;0;0
217;0;0
185;0;0
142;0;0
75;0;0
75;0;0
217;0;0
217;0;0
235;0;0
359;0;0
185;0;0
217;0;0
235;0;0
97;0;0
217;0;0
97;0;0
11;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
130;0;0
216;0;0
217;0;0
422;0;0
217;0;0
75;0;0
217;0;0
217;0;0
217;0;0
185;0;0
216;0;0
69;0;0
217;0;0
69;0;0
216;0;0
217;0;0
217;0;0
216;0;0
98;0;0
217;0;0
217;0;0
75;0;0
49;0;0
185;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
95;0;0
217;0;0
217;0;0
217;0;0
217;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
217;0;0
69;0;0
217;0;0
130;0;0
359;0;0
69;0;0
199;0;0
198;0;0
75;0;0
198;0;0
101;0;0
217;0;0
235;0;0
49;0;0
217;0;0
217;0;0
217;0;0
101;0;0
6;0;0
121;0;0
121;0;0
136;0;0
217;0;0
185;0;0
216;0;0
216;0;0
217;0;0
216;0;0
185;0;0
185;0;0
216;0;0
51;0;0
217;0;0
185;0;0
216;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
422;0;0
235;0;0
217;0;0
217;0;0
235;0;0
235;0;0
217;0;0
69;0;0
6;0;0
61;0;0
217;0;0
359;0;0
98;0;0
69;0;0
359;0;0
26;0;0
97;0;0
11;0;0
185;0;0
183;0;0
51;0;0
51;0;0
30;0;0
30;0;0
30;0;0
185;0;0
217;0;0
217;0;0
61;0;0
69;0;0
51;0;0
145;0;0
83;0;0
69;0;0
162;0;0
101;0;0
101;0;0
101;0;0
75;0;0
216;0;0
69;0;0
217;0;0
217;0;0
217;0;0
69;0;0
217;0;0
217;0;0
359;0;0
130;0;0
217;0;0
217;0;0
217;0;0
217;0;0
185;0;0
185;0;0
51;0;0
98;0;0
98;0;0
422;0;0
0;0;0
142;0;0
98;0;0
98;0;0
69;0;0
217;0;0
217;0;0
98;0;0
98;0;0
69;0;0
45;0;0
217;0;0
98;0;0
98;0;0
98;0;0
69;0;0
61;0;0
61;0;0
61;0;0
61;0;0
98;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
98;0;0
98;0;0
217;0;0
217;0;0
97;0;0
69;0;0
69;0;0
185;0;0
145;0;0
185;0;0
185;0;0
139;0;0
61;0;0
185;0;0
185;0;0
185;0;0
61;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
403;0;0
403;0;0
69;0;0
97;0;0
61;0;0
61;0;0
213;0;0
98;0;0
97;0;0
97;0;0
98;0;0
233;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
61;0;0
217;0;0
217;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
60;0;0
15;0;0
97;0;0
69;0;0
69;0;0
78;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
43;0;0
43;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
216;0;0
216;0;0
216;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
139;0;0
43;0;0
43;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
233;0;0
43;0;0
97;0;0
75;0;0
97;0;0
97;0;0
97;0;0
61;0;0
97;0;0
97;0;0
216;0;0
97;0;0
97;0;0
183;0;0
217;0;0
217;0;0
216;0;0
83;0;0
83;0;0
83;0;0
83;0;0
98;0;0
97;0;0
97;0;0
233;0;0
233;0;0
233;0;0
0;0;0
217;0;0
30;0;0
217;0;0
97;0;0
209;0;0
97;0;0
97;0;0
200;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
94;0;0
97;0;0
200;0;0
97;0;0
97;0;0
95;0;0
95;0;0
97;0;0
97;0;0
97;0;0
185;0;0
97;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
185;0;0
216;0;0
97;0;0
30;0;0
185;0;0
160;0;0
173;0;0
199;0;0
97;0;0
217;0;0
159;0;0
159;0;0
51;0;0
182;0;0
182;0;0
182;0;0
182;0;0
185;0;0
159;0;0
216;0;0
216;0;0
216;0;0
216;0;0
182;0;0
61;0;0
92;0;0
43;0;0
43;0;0
45;0;0
217;0;0
97;0;0
159;0;0
185;0;0
185;0;0
159;0;0
185;0;0
213;0;0
69;0;0
185;0;0
97;0;0
97;0;0
205;0;0
205;0;0
83;0;0
83;0;0
205;0;0
97;0;0
216;0;0
205;0;0
92;0;0
159;0;0
159;0;0
217;0;0
111;0;0
185;0;0
185;0;0
217;0;0
185;0;0
216;0;0
217;0;0
217;0;0
43;0;0
83;0;0
162;0;0
162;0;0
185;0;0
233;0;0
83;0;0
83;0;0
97;0;0
45;0;0
45;0;0
45;0;0
97;0;0
97;0;0
97;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
97;0;0
97;0;0
183;0;0
159;0;0
97;0;0
97;0;0
97;0;0
159;0;0
97;0;0
110;0;0
97;0;0
159;0;0
46;0;0
45;0;0
45;0;0
45;0;0
45;0;0
159;0;0
159;0;0
159;0;0
159;0;0
110;0;0
97;0;0
97;0;0
97;0;0
69;0;0
69;0;0
97;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
217;0;0
97;0;0
69;0;0
159;0;0
159;0;0
110;0;0
45;0;0
217;0;0
217;0;0
159;0;0
159;0;0
61;0;0
159;0;0
159;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
61;0;0
185;0;0
185;0;0
185;0;0
185;0;0
88;0;0
185;0;0
159;0;0
159;0;0
159;0;0
69;0;0
159;0;0
97;0;0
45;0;0
61;0;0
185;0;0
145;0;0
145;0;0
145;0;0
185;0;0
233;0;0
233;0;0
233;0;0
61;0;0
145;0;0
110;0;0
159;0;0
217;0;0
159;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
159;0;0
159;0;0
43;0;0
43;0;0
43;0;0
217;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
233;0;0
145;0;0
43;0;0
45;0;0
61;0;0
69;0;0
145;0;0
61;0;0
61;0;0
61;0;0
61;0;0
233;0;0
233;0;0
233;0;0
69;0;0
69;0;0
43;0;0
145;0;0
61;0;0
159;0;0
26;0;0
26;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
162;0;0
162;0;0
162;0;0
162;0;0
185;0;0
233;0;0
43;0;0
43;0;0
185;0;0
233;0;0
233;0;0
233;0;0
159;0;0
159;0;0
159;0;0
159;0;0
45;0;0
233;0;0
156;0;0
159;0;0
159;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
233;0;0
159;0;0
159;0;0
112;0;0
145;0;0
145;0;0
162;0;0
43;0;0
43;0;0
216;0;0
139;0;0
159;0;0
159;0;0
159;0;0
233;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
217;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
69;0;0
43;0;0
43;0;0
43;0;0
69;0;0
69;0;0
69;0;0
159;0;0
159;0;0
61;0;0
61;0;0
145;0;0
217;0;0
217;0;0
43;0;0
43;0;0
61;0;0
69;0;0
45;0;0
217;0;0
185;0;0
43;0;0
43;0;0
43;0;0
43;0;0
45;0;0
45;0;0
43;0;0
43;0;0
43;0;0
69;0;0
159;0;0
97;0;0
159;0;0
159;0;0
159;0;0
61;0;0
43;0;0
45;0;0
45;0;0
141;0;0
141;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
217;0;0
217;0;0
183;0;0
43;0;0
43;0;0
43;0;0
45;0;0
45;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
43;0;0
43;0;0
217;0;0
159;0;0
159;0;0
159;0;0
43;0;0
159;0;0
43;0;0
43;0;0
45;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
97;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
98;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
185;0;0
159;0;0
45;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
45;0;0
45;0;0
45;0;0
43;0;0
217;0;0
45;0;0
162;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
45;0;0
159;0;0
43;0;0
43;0;0
159;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
185;0;0
185;0;0
159;0;0
159;0;0
45;0;0
45;0;0
43;0;0
45;0;0
45;0;0
45;0;0
43;0;0
43;0;0
43;0;0
43;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
217;0;0
159;0;0
45;0;0
45;0;0
217;0;0
65;0;0
217;0;0
97;0;0
217;0;0
185;0;0
97;0;0
217;0;0
185;0;0
235;0;0
403;0;0
162;0;0
217;0;0
235;0;0
217;0;0
359;0;0
359;0;0
217;0;0
217;0;0
359;0;0
229;0;0
217;0;0
94;0;0
217;0;0
15;0;0
217;0;0
217;0;0
235;0;0
217;0;0
185;0;0
217;0;0
217;0;0
69;0;0
217;0;0
43;0;0
216;0;0
217;0;0
217;0;0
17;0;0
75;0;0
217;0;0
75;0;0
11;0;0
51;0;0
217;0;0
51;0;0
101;0;0
185;0;0
217;0;0
185;0;0
51;0;0
222;0;0
217;0;0
43;0;0
185;0;0
69;0;0
217;0;0
217;0;0
217;0;0
216;0;0
60;0;0
222;0;0
217;0;0
217;0;0
217;0;0
217;0;0
185;0;0
156;0;0
217;0;0
217;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
6;0;0
6;0;0
185;0;0
185;0;0
185;0;0
185;0;0
217;0;0
217;0;0
209;0;0
216;0;0
94;0;0
422;0;0
94;0;0
161;0;0
217;0;0
216;0;0
209;0;0
209;0;0
359;0;0
236;0;0
217;0;0
217;0;0
183;0;0
51;0;0
60;0;0
75;0;0
217;0;0
217;0;0
75;0;0
217;0;0
185;0;0
217;0;0
98;0;0
98;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
98;0;0
185;0;0
222;0;0
185;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
45;0;0
185;0;0
185;0;0
217;0;0
185;0;0
101;0;0
217;0;0
185;0;0
217;0;0
222;0;0
222;0;0
222;0;0
185;0;0
101;0;0
185;0;0
217;0;0
233;0;0
185;0;0
185;0;0
61;0;0
217;0;0
217;0;0
98;0;0
185;0;0
97;0;0
101;0;0
217;0;0
145;0;0
145;0;0
145;0;0
145;0;0
60;0;0
145;0;0
217;0;0
145;0;0
97;0;0
97;0;0
97;0;0
183;0;0
183;0;0
97;0;0
97;0;0
403;0;0
101;0;0
97;0;0
185;0;0
97;0;0
43;0;0
97;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
209;0;0
233;0;0
233;0;0
233;0;0
97;0;0
183;0;0
97;0;0
185;0;0
97;0;0
43;0;0
69;0;0
97;0;0
97;0;0
200;0;0
200;0;0
51;0;0
97;0;0
97;0;0
94;0;0
97;0;0
60;0;0
217;0;0
217;0;0
69;0;0
69;0;0
97;0;0
209;0;0
94;0;0
97;0;0
217;0;0
11;0;0
142;0;0
216;0;0
359;0;0
97;0;0
200;0;0
216;0;0
97;0;0
183;0;0
403;0;0
216;0;0
30;0;0
209;0;0
217;0;0
98;0;0
233;0;0
97;0;0
155;0;0
97;0;0
97;0;0
51;0;0
94;0;0
216;0;0
97;0;0
209;0;0
359;0;0
359;0;0
216;0;0
97;0;0
97;0;0
98;0;0
98;0;0
97;0;0
233;0;0
94;0;0
94;0;0
94;0;0
94;0;0
94;0;0
94;0;0
94;0;0
94;0;0
94;0;0
94;0;0
94;0;0
94;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
95;0;0
97;0;0
185;0;0
69;0;0
233;0;0
69;0;0
94;0;0
113;0;0
98;0;0
97;0;0
97;0;0
97;0;0
97;0;0
160;0;0
159;0;0
30;0;0
159;0;0
159;0;0
160;0;0
160;0;0
209;0;0
98;0;0
102;0;0
209;0;0
199;0;0
45;0;0
185;0;0
209;0;0
209;0;0
159;0;0
217;0;0
75;0;0
216;0;0
200;0;0
182;0;0
201;0;0
185;0;0
98;0;0
69;0;0
97;0;0
69;0;0
213;0;0
97;0;0
159;0;0
159;0;0
159;0;0
83;0;0
159;0;0
159;0;0
97;0;0
159;0;0
30;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
98;0;0
98;0;0
98;0;0
183;0;0
159;0;0
159;0;0
216;0;0
216;0;0
69;0;0
199;0;0
83;0;0
43;0;0
359;0;0
111;0;0
130;0;0
183;0;0
199;0;0
185;0;0
159;0;0
162;0;0
185;0;0
183;0;0
45;0;0
83;0;0
69;0;0
69;0;0
69;0;0
183;0;0
69;0;0
185;0;0
209;0;0
216;0;0
163;0;0
26;0;0
159;0;0
69;0;0
69;0;0
69;0;0
97;0;0
97;0;0
159;0;0
78;0;0
97;0;0
216;0;0
216;0;0
216;0;0
216;0;0
97;0;0
97;0;0
97;0;0
216;0;0
97;0;0
185;0;0
11;0;0
97;0;0
209;0;0
217;0;0
97;0;0
110;0;0
183;0;0
183;0;0
69;0;0
183;0;0
185;0;0
185;0;0
183;0;0
69;0;0
145;0;0
185;0;0
61;0;0
216;0;0
183;0;0
159;0;0
359;0;0
159;0;0
159;0;0
159;0;0
159;0;0
209;0;0
111;0;0
45;0;0
359;0;0
69;0;0
69;0;0
69;0;0
111;0;0
110;0;0
216;0;0
216;0;0
160;0;0
160;0;0
97;0;0
97;0;0
43;0;0
182;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
97;0;0
113;0;0
209;0;0
69;0;0
159;0;0
159;0;0
159;0;0
159;0;0
97;0;0
159;0;0
43;0;0
101;0;0
159;0;0
45;0;0
61;0;0
159;0;0
69;0;0
159;0;0
185;0;0
185;0;0
233;0;0
159;0;0
159;0;0
159;0;0
45;0;0
159;0;0
159;0;0
88;0;0
88;0;0
61;0;0
92;0;0
145;0;0
145;0;0
43;0;0
159;0;0
159;0;0
159;0;0
183;0;0
159;0;0
183;0;0
183;0;0
183;0;0
217;0;0
81;0;0
183;0;0
43;0;0
217;0;0
183;0;0
159;0;0
61;0;0
61;0;0
159;0;0
159;0;0
83;0;0
92;0;0
110;0;0
69;0;0
183;0;0
69;0;0
69;0;0
78;0;0
97;0;0
97;0;0
92;0;0
183;0;0
159;0;0
0;0;0
97;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
183;0;0
185;0;0
159;0;0
159;0;0
92;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
69;0;0
183;0;0
159;0;0
183;0;0
183;0;0
183;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
69;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
43;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
32;0;0
216;0;0
222;0;0
69;0;0
185;0;0
69;0;0
69;0;0
159;0;0
69;0;0
69;0;0
43;0;0
75;0;0
106;0;0
78;0;0
78;0;0
69;0;0
185;0;0
159;0;0
186;0;0
217;0;0
186;0;0
186;0;0
186;0;0
186;0;0
186;0;0
93;0;0
145;0;0
69;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
45;0;0
45;0;0
45;0;0
75;0;0
45;0;0
61;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
0;0;0
43;0;0
43;0;0
43;0;0
69;0;0
43;0;0
159;0;0
185;0;0
159;0;0
159;0;0
185;0;0
185;0;0
185;0;0
159;0;0
159;0;0
185;0;0
185;0;0
21;0;0
185;0;0
233;0;0
183;0;0
183;0;0
217;0;0
217;0;0
359;0;0
44;0;0
43;0;0
43;0;0
183;0;0
199;0;0
185;0;0
185;0;0
186;0;0
159;0;0
43;0;0
43;0;0
43;0;0
183;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
59;0;0
217;0;0
45;0;0
217;0;0
145;0;0
69;0;0
59;0;0
43;0;0
75;0;0
113;0;0
217;0;0
69;0;0
69;0;0
43;0;0
43;0;0
43;0;0
217;0;0
75;0;0
216;0;0
183;0;0
183;0;0
43;0;0
21;0;0
21;0;0
69;0;0
137;0;0
159;0;0
69;0;0
159;0;0
0;0;0
0;0;0
159;0;0
159;0;0
159;0;0
159;0;0
186;0;0
92;0;0
43;0;0
183;0;0
183;0;0
78;0;0
45;0;0
217;0;0
159;0;0
159;0;0
159;0;0
159;0;0
216;0;0
217;0;0
216;0;0
217;0;0
159;0;0
101;0;0
69;0;0
217;0;0
217;0;0
43;0;0
69;0;0
159;0;0
216;0;0
159;0;0
217;0;0
217;0;0
217;0;0
185;0;0
159;0;0
93;0;0
159;0;0
98;0;0
44;0;0
69;0;0
45;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
26;0;0
233;0;0
233;0;0
233;0;0
186;0;0
186;0;0
217;0;0
78;0;0
78;0;0
159;0;0
159;0;0
45;0;0
43;0;0
159;0;0
159;0;0
45;0;0
159;0;0
159;0;0
159;0;0
145;0;0
159;0;0
159;0;0
159;0;0
185;0;0
43;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
217;0;0
45;0;0
43;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
110;0;0
43;0;0
21;0;0
21;0;0
21;0;0
21;0;0
21;0;0
45;0;0
69;0;0
98;0;0
185;0;0
159;0;0
43;0;0
159;0;0
185;0;0
43;0;0
97;0;0
97;0;0
97;0;0
97;0;0
43;0;0
186;0;0
160;0;0
43;0;0
43;0;0
43;0;0
61;0;0
233;0;0
233;0;0
97;0;0
183;0;0
61;0;0
78;0;0
78;0;0
92;0;0
159;0;0
159;0;0
185;0;0
43;0;0
159;0;0
159;0;0
137;0;0
209;0;0
43;0;0
137;0;0
45;0;0
45;0;0
45;0;0
45;0;0
186;0;0
233;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
94;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
159;0;0
159;0;0
159;0;0
45;0;0
45;0;0
159;0;0
98;0;0
45;0;0
45;0;0
45;0;0
159;0;0
159;0;0
159;0;0
45;0;0
160;0;0
233;0;0
78;0;0
45;0;0
185;0;0
43;0;0
43;0;0
8;0;0
97;0;0
233;0;0
43;0;0
43;0;0
217;0;0
43;0;0
8;0;0
45;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
160;0;0
8;0;0
8;0;0
8;0;0
159;0;0
159;0;0
97;0;0
97;0;0
233;0;0
43;0;0
43;0;0
45;0;0
8;0;0
8;0;0
137;0;0
45;0;0
97;0;0
186;0;0
97;0;0
8;0;0
43;0;0
217;0;0
159;0;0
97;0;0
186;0;0
43;0;0
97;0;0
8;0;0
8;0;0
26;0;0
83;0;0
137;0;0
43;0;0
159;0;0
233;0;0
8;0;0
233;0;0
83;0;0
45;0;0
45;0;0
217;0;0
216;0;0
216;0;0
159;0;0
